"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4848 Nevada Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","06/24/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Total Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
07/01/2025 19:00 - 19:59,3,13,15,0,0,0,0,0,0,0,0,0,0,0,0,31,20.1,24.3
07/01/2025 20:00 - 20:59,7,21,8,0,0,0,0,0,0,0,0,0,0,0,0,36,18.0,22.3
07/01/2025 21:00 - 21:59,3,15,6,0,0,0,0,0,0,0,0,0,0,0,0,24,18.7,22.6
07/01/2025 22:00 - 22:59,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,19,19.3,22.6
07/01/2025 23:00 - 23:59,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16.0,19.6
07/02/2025 00:00 - 00:59,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18.4,19.9
07/02/2025 01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
07/02/2025 02:00 - 02:59,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,20.0,21.3
07/02/2025 03:00 - 03:59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,17.8
07/02/2025 04:00 - 04:59,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,19.5,20.5
07/02/2025 05:00 - 05:59,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,19,20.1,23.2
07/02/2025 06:00 - 06:59,3,19,7,1,0,0,0,0,0,0,0,0,0,0,0,30,19.1,23.1
07/02/2025 07:00 - 07:59,6,20,11,0,0,0,0,0,0,0,0,0,0,0,0,37,18.7,23.3
07/02/2025 08:00 - 08:59,7,22,15,1,0,0,0,0,0,0,0,0,0,0,0,45,19.1,23.9
07/02/2025 09:00 - 09:59,3,17,8,0,0,0,0,0,0,0,0,0,0,0,0,28,19.0,23.1
07/02/2025 10:00 - 10:59,6,26,13,0,0,0,0,0,0,0,0,0,0,0,0,45,18.9,23.2
